Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,Ast,G_minus_PK,PK,PKatt,CrdY,CrdR,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,Url,xG_Expected,npxG_Expected,xA_Expected,npxG+xA_Expected,xG_Per,xA_Per,xG+xA_Per,npxG_Per,npxG+xA_Per,BO_JK,Rang,Nom,Pays,Club,%,Squad_JK,Nation_JK,winner_Bundesliga,winner_C3,finalist_C3,winner_UCL,finalist_UCL,winner_Club WC,finalist_Club WC,winner_Copa America,finalist_Copa America,winner_Euro,finalist_Euro,winner_Liga,winner_Ligue 1,winner_PL,winner_Serie A,winner_WC,finalist_WC
1998,Internazionale,Serie A,Ronaldo,BRA,FW,20.0,1976.0,32.0,32.0,2872.0,31.9,25.0,,19.0,6.0,,1.0,0.0,0.78,,,0.6,,https://fbref.com/en/players/57feb553/Ronaldo,,,,,,,,,,1998Ronaldo,3,Ronaldo,Brésil,Inter Milan,8.627450980392156,1998Internazionale,1998BRA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,Liverpool,Premier League,Michael Owen,ENG,FW,17.0,1979.0,36.0,34.0,3003.0,33.4,18.0,10.0,16.0,2.0,3.0,3.0,1.0,0.54,0.3,0.84,0.48,0.78,https://fbref.com/en/players/88b3f52c/Michael-Owen,,,,,,,,,,1998Michael Owen,4,Michael Owen,Angleterre,Liverpool FC,6.666666666666667,1998Liverpool,1998ENG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Barcelona,La Liga,Rivaldo,BRA,"FW,MF",25.0,1972.0,34.0,34.0,2869.0,31.9,19.0,,17.0,2.0,,8.0,0.0,0.6,,,0.53,,https://fbref.com/en/players/5c7f3153/Rivaldo,,,,,,,,,,1998Rivaldo,5,Rivaldo,Brésil,FC Barcelone,5.882352941176471,1998Barcelona,1998BRA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1998,Fiorentina,Serie A,Gabriel Batistuta,ARG,FW,28.0,1969.0,31.0,31.0,2790.0,31.0,21.0,,21.0,0.0,,3.0,0.0,0.68,,,0.68,,https://fbref.com/en/players/792d83d1/Gabriel-Batistuta,,,,,,,,,,1998Gabriel Batistuta,6,Gabriel Batistuta,Argentine,Fiorentina AC,5.620915032679738,1998Fiorentina,1998ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Parma,Serie A,Lilian Thuram,FRA,DF,25.0,1972.0,32.0,32.0,2835.0,31.5,0.0,,0.0,0.0,,5.0,1.0,0.0,,,0.0,,https://fbref.com/en/players/643ca22c/Lilian-Thuram,,,,,,,,,,1998Lilian Thuram,7,Lilian Thuram,France,Parme FC,4.705882352941177,1998Parma,1998FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1998,Arsenal,Premier League,Dennis Bergkamp,NED,FW,28.0,1969.0,28.0,28.0,2447.0,27.2,16.0,11.0,14.0,2.0,3.0,7.0,1.0,0.59,0.4,0.99,0.51,0.92,https://fbref.com/en/players/d8703fda/Dennis-Bergkamp,,,,,,,,,,1998Dennis Bergkamp,8,Dennis Bergkamp,Pays-Bas,Arsenal FC,3.6601307189542482,1998Arsenal,1998NED,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1998,Juventus,Serie A,Edgar Davids,NED,MF,24.0,1973.0,20.0,19.0,1682.0,18.7,1.0,,1.0,0.0,,9.0,0.0,0.05,,,0.05,,https://fbref.com/en/players/19d5e43e/Edgar-Davids,,,,,,,,,,1998Edgar Davids,8,Edgar Davids,Pays-Bas,Milan AC Juventus,3.6601307189542482,1998Juventus,1998NED,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1998,Milan,Serie A,Edgar Davids,NED,MF,24.0,1973.0,4.0,0.0,53.0,0.6,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,https://fbref.com/en/players/19d5e43e/Edgar-Davids,,,,,,,,,,1998Edgar Davids,8,Edgar Davids,Pays-Bas,Milan AC Juventus,3.6601307189542482,1998Milan,1998NED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Milan,Serie A,Marcel Desailly,FRA,"DF,MF",28.0,1968.0,33.0,33.0,2932.0,32.6,0.0,,0.0,0.0,,6.0,0.0,0.0,,,0.0,,https://fbref.com/en/players/9dfb97aa/Marcel-Desailly,,,,,,,,,,1998Marcel Desailly,,Marcel Desailly,France,Milan AC Chelsea FC,2.4836601307189543,1998Milan,1998FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1998,Arsenal,Premier League,Emmanuel Petit,FRA,"DF,MF",26.0,1970.0,32.0,32.0,2721.0,30.2,2.0,7.0,2.0,0.0,0.0,4.0,1.0,0.07,0.23,0.3,0.07,0.3,https://fbref.com/en/players/291358c4/Emmanuel-Petit,,,,,,,,,,1998Emmanuel Petit,12,Emmanuel Petit,France,Arsenal FC,2.0915032679738563,1998Arsenal,1998FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1998,Real Madrid,La Liga,Roberto Carlos,BRA,DF,24.0,1973.0,35.0,35.0,3131.0,34.8,4.0,,4.0,0.0,,8.0,0.0,0.11,,,0.11,,https://fbref.com/en/players/6a3aaf62/Roberto-Carlos,,,,,,,,,,1998Roberto Carlos,13,Roberto Carlos,Brésil,Real Madrid,1.6993464052287581,1998Real Madrid,1998BRA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,Monaco,Division 1,Fabien Barthez,FRA,GK,26.0,1971.0,30.0,30.0,2700.0,30.0,0.0,,0.0,0.0,,3.0,0.0,0.0,,,0.0,,https://fbref.com/en/players/321646f0/Fabien-Barthez,,,,,,,,,,1998Fabien Barthez,14,Fabien Barthez,France,AS Monaco,1.4379084967320261,1998Monaco,1998FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1998,Marseille,Division 1,Laurent Blanc,FRA,"DF,MF",31.0,1965.0,31.0,31.0,2790.0,31.0,11.0,,8.0,3.0,,3.0,0.0,0.35,,,0.26,,https://fbref.com/en/players/51a9b34c/Laurent-Blanc,,,,,,,,,,1998Laurent Blanc,14,Laurent Blanc,France,Olympique de Marseille,1.4379084967320261,1998Marseille,1998FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1998,Juventus,Serie A,Alessandro Del Piero,ITA,"FW,MF",22.0,1974.0,32.0,32.0,2779.0,30.9,21.0,,17.0,4.0,,3.0,0.0,0.68,,,0.55,,https://fbref.com/en/players/80bc263c/Alessandro-Del-Piero,,,,,,,,,,1998Alessandro Del Piero,16,Alessandro Del Piero,Italie,Juventus,1.3071895424836601,1998Juventus,1998ITA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1998,Udinese,Serie A,Oliver Bierhoff,GER,FW,29.0,1968.0,32.0,31.0,2836.0,31.5,27.0,,25.0,2.0,,5.0,0.0,0.86,,,0.79,,https://fbref.com/en/players/dbb8741e/Oliver-Bierhoff,,,,,,,,,,1998Oliver Bierhoff,18,Oliver Bierhoff,Allemagne,Udinese Calcio Milan AC,1.1764705882352942,1998Udinese,1998GER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Juventus,Serie A,Didier Deschamps,FRA,MF,28.0,1968.0,25.0,23.0,1855.0,20.6,0.0,,0.0,0.0,,5.0,0.0,0.0,,,0.0,,https://fbref.com/en/players/1d9b994f/Didier-Deschamps,,,,,,,,,,1998Didier Deschamps,18,Didier Deschamps,France,Juventus,1.1764705882352942,1998Juventus,1998FRA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1998,Real Madrid,La Liga,Raúl,ESP,FW,20.0,1977.0,35.0,35.0,2975.0,33.1,10.0,,10.0,0.0,,2.0,0.0,0.3,,,0.3,,https://fbref.com/en/players/2b81295d/Raul,,,,,,,,,,1998Raúl,21,Raúl,Espagne,Real Madrid,0.5228758169934641,1998Real Madrid,1998ESP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Arsenal,Premier League,Marc Overmars,NED,"FW,MF",24.0,1973.0,32.0,32.0,2668.0,29.6,12.0,5.0,12.0,0.0,0.0,0.0,0.0,0.4,0.17,0.57,0.4,0.57,https://fbref.com/en/players/c9cc6332/Marc-Overmars,,,,,,,,,,1998Marc Overmars,23,Marc Overmars,Pays-Bas,Arsenal FC,0.39215686274509803,1998Arsenal,1998NED,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1998,Real Madrid,La Liga,Clarence Seedorf,NED,MF,21.0,1976.0,36.0,34.0,3032.0,33.7,6.0,,6.0,0.0,,2.0,0.0,0.18,,,0.18,,https://fbref.com/en/players/e6af3cc7/Clarence-Seedorf,,,,,,,,,,1998Clarence Seedorf,23,Clarence Seedorf,Pays-Bas,Real Madrid,0.39215686274509803,1998Real Madrid,1998NED,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Real Madrid,La Liga,Fernando Hierro,ESP,"DF,MF",29.0,1968.0,28.0,28.0,2482.0,27.6,3.0,,1.0,2.0,,8.0,2.0,0.11,,,0.04,,https://fbref.com/en/players/2f926dd0/Fernando-Hierro,,,,,,,,,,1998Fernando Hierro,26,Fernando Hierro,Espagne,Real Madrid,0.26143790849673204,1998Real Madrid,1998ESP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Atlético Madrid,La Liga,Christian Vieri,ITA,FW,24.0,1973.0,24.0,24.0,1963.0,21.8,24.0,,22.0,2.0,,3.0,0.0,1.1,,,1.01,,https://fbref.com/en/players/1abff24a/Christian-Vieri,,,,,,,,,,1998Christian Vieri,26,Christian Vieri,Italie,Atlético Madrid Lazio Rome,0.26143790849673204,1998Atlético Madrid,1998ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Manchester Utd,Premier League,David Beckham,ENG,MF,22.0,1975.0,37.0,34.0,3086.0,34.3,9.0,13.0,9.0,0.0,0.0,6.0,0.0,0.26,0.38,0.64,0.26,0.64,https://fbref.com/en/players/53539318/David-Beckham,,,,,,,,,,1998David Beckham,28,David Beckham,Angleterre,Manchester United,0.13071895424836602,1998Manchester Utd,1998ENG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Barcelona,La Liga,Luis Enrique,ESP,"FW,MF",27.0,1970.0,34.0,34.0,2954.0,32.8,18.0,,18.0,0.0,,5.0,0.0,0.55,,,0.55,,https://fbref.com/en/players/b9407435/Luis-Enrique,,,,,,,,,,1998Luis Enrique,28,Luis Enrique,Espagne,FC Barcelone,0.13071895424836602,1998Barcelona,1998ESP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,Bayern Munich,Bundesliga,Bixente Lizarazu,FRA,DF,27.0,1969.0,19.0,11.0,963.0,10.7,0.0,,0.0,0.0,,3.0,0.0,0.0,,,0.0,,https://fbref.com/en/players/2ab8a20e/Bixente-Lizarazu,,,,,,,,,,1998Bixente Lizarazu,28,Bixente Lizarazu,France,Bayern Munich,0.13071895424836602,1998Bayern Munich,1998FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1999,Barcelona,La Liga,Rivaldo,BRA,"FW,MF",26.0,1972.0,37.0,37.0,3270.0,36.3,24.0,,18.0,6.0,,7.0,0.0,0.66,,,0.5,,https://fbref.com/en/players/5c7f3153/Rivaldo,,,,,,,,,,1999Rivaldo,1,Rivaldo,Brésil,FC Barcelone,28.627450980392158,1999Barcelona,1999BRA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1999,Manchester Utd,Premier League,David Beckham,ENG,MF,23.0,1975.0,34.0,33.0,2884.0,32.0,6.0,11.0,6.0,0.0,0.0,5.0,0.0,0.19,0.34,0.53,0.19,0.53,https://fbref.com/en/players/53539318/David-Beckham,,,,,,,,,,1999David Beckham,2,David Beckham,Angleterre,Manchester United,20.130718954248366,1999Manchester Utd,1999ENG,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1999,Fiorentina,Serie A,Gabriel Batistuta,ARG,FW,29.0,1969.0,28.0,28.0,2472.0,27.5,21.0,3.0,20.0,1.0,2.0,4.0,1.0,0.76,0.11,0.87,0.73,0.84,https://fbref.com/en/players/792d83d1/Gabriel-Batistuta,,,,,,,,,,1999Gabriel Batistuta,4,Gabriel Batistuta,Argentine,AC Fiorentina,6.2745098039215685,1999Fiorentina,1999ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Barcelona,La Liga,Luís Figo,POR,"FW,MF",25.0,1972.0,34.0,34.0,2992.0,33.2,7.0,,7.0,0.0,,14.0,3.0,0.21,,,0.21,,https://fbref.com/en/players/f20f347f/Luis-Figo,,,,,,,,,,1999Luís Figo,5,Luís Figo,Portugal,FC Barcelone,4.967320261437909,1999Barcelona,1999POR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1999,Manchester Utd,Premier League,Roy Keane,IRL,MF,26.0,1971.0,34.0,33.0,2866.0,31.8,2.0,0.0,2.0,0.0,0.0,8.0,0.0,0.06,0.0,0.06,0.06,0.06,https://fbref.com/en/players/8f218498/Roy-Keane,,,,,,,,,,1999Roy Keane,6,Roy Keane,République d'Irlande,Manchester United,4.705882352941177,1999Manchester Utd,1999IRL,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1999,Lazio,Serie A,Christian Vieri,ITA,FW,25.0,1973.0,22.0,21.0,1883.0,20.9,12.0,3.0,12.0,0.0,0.0,3.0,0.0,0.57,0.14,0.72,0.57,0.72,https://fbref.com/en/players/1abff24a/Christian-Vieri,,,,,,,,,,1999Christian Vieri,7,Christian Vieri,Italie,SS Lazio / Inter Milan,4.313725490196078,1999Lazio,1999ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Parma,Serie A,Juan Sebastián Verón,ARG,MF,23.0,1975.0,26.0,26.0,2107.0,23.4,1.0,8.0,1.0,0.0,0.0,8.0,1.0,0.04,0.34,0.38,0.04,0.38,https://fbref.com/en/players/f11a57c1/Juan-Sebastian-Veron,,,,,,,,,,1999Juan Sebastián Verón,8,Juan Sebastián Verón,Argentine,Parme FC / SS Lazio,3.9215686274509802,1999Parma,1999ARG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Real Madrid,La Liga,Raúl,ESP,FW,21.0,1977.0,37.0,37.0,3219.0,35.8,25.0,,21.0,4.0,,1.0,0.0,0.7,,,0.59,,https://fbref.com/en/players/2b81295d/Raul,,,,,,,,,,1999Raúl,9,Raúl,Espagne,Real Madrid,3.5294117647058822,1999Real Madrid,1999ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Bayern Munich,Bundesliga,Lothar Matthäus,GER,"DF,MF",37.0,1961.0,25.0,24.0,1963.0,21.8,1.0,,1.0,0.0,,6.0,0.0,0.05,,,0.05,,https://fbref.com/en/players/94260e89/Lothar-Matthaus,,,,,,,,,,1999Lothar Matthäus,,Lothar Matthäus,Allemagne,Bayern Munich,2.0915032679738563,1999Bayern Munich,1999GER,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1999,Manchester Utd,Premier League,Dwight Yorke,TRI,"FW,MF",26.0,1971.0,33.0,33.0,2876.0,32.0,18.0,11.0,18.0,0.0,1.0,2.0,0.0,0.56,0.34,0.91,0.56,0.91,https://fbref.com/en/players/2d0a99d3/Dwight-Yorke,,,,,,,,,,1999Dwight Yorke,11,Dwight Yorke,Trinité-et-Tobago,Manchester United,1.8300653594771241,1999Manchester Utd,1999TRI,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1999,Manchester Utd,Premier League,Jaap Stam,NED,DF,26.0,1972.0,30.0,30.0,2524.0,28.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.04,0.04,0.07,0.04,0.07,https://fbref.com/en/players/7c48a3ec/Jaap-Stam,,,,,,,,,,1999Jaap Stam,12,Jaap Stam,Pays-Bas,Manchester United,1.6993464052287581,1999Manchester Utd,1999NED,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1999,Manchester Utd,Premier League,Peter Schmeichel,DEN,GK,34.0,1963.0,34.0,34.0,3015.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/f1fe7ffe/Peter-Schmeichel,,,,,,,,,,1999Peter Schmeichel,17,Peter Schmeichel,Danemark,Manchester United / Sporting Lisbona,0.7843137254901961,1999Manchester Utd,1999DEN,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1999,Bayern Munich,Bundesliga,Stefan Effenberg,GER,MF,29.0,1968.0,31.0,31.0,2709.0,30.1,8.0,,4.0,4.0,,8.0,0.0,0.27,,,0.13,,https://fbref.com/en/players/c0e1708c/Stefan-Effenberg,,,,,,,,,,1999Stefan Effenberg,18,Stefan Effenberg,Allemagne,Bayern Munich,0.6535947712418301,1999Bayern Munich,1999GER,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1999,Milan,Serie A,Oliver Bierhoff,GER,FW,30.0,1968.0,34.0,34.0,3002.0,33.4,20.0,8.0,18.0,2.0,3.0,2.0,0.0,0.6,0.24,0.84,0.54,0.78,https://fbref.com/en/players/dbb8741e/Oliver-Bierhoff,,,,,,,,,,1999Oliver Bierhoff,19,Oliver Bierhoff,Allemagne,Milan AC,0.5228758169934641,1999Milan,1999GER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1999,Juventus,Serie A,Zinédine Zidane,FRA,MF,26.0,1972.0,25.0,24.0,1997.0,22.2,2.0,2.0,2.0,0.0,0.0,4.0,1.0,0.09,0.09,0.18,0.09,0.18,https://fbref.com/en/players/654f4e63/Zinedine-Zidane,,,,,,,,,,1999Zinédine Zidane,19,Zinédine Zidane,France,Juventus de Turin,0.5228758169934641,1999Juventus,1999FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Bayern Munich,Bundesliga,Mario Basler,GER,"FW,MF",29.0,1968.0,27.0,25.0,2029.0,22.5,5.0,,5.0,0.0,,6.0,0.0,0.22,,,0.22,,https://fbref.com/en/players/606ce112/Mario-Basler,,,,,,,,,,1999Mario Basler,21,Mario Basler,Allemagne,Bayern Munich / Kaiserslautern,0.39215686274509803,1999Bayern Munich,1999GER,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1999,Manchester Utd,Premier League,Ryan Giggs,WAL,"FW,MF",24.0,1973.0,24.0,20.0,1722.0,19.1,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.16,0.1,0.26,0.16,0.26,https://fbref.com/en/players/561de8d0/Ryan-Giggs,,,,,,,,,,1999Ryan Giggs,21,Ryan Giggs,Pays de Galles,Manchester United,0.39215686274509803,1999Manchester Utd,1999WAL,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1999,Parma,Serie A,Hernán Crespo,ARG,FW,23.0,1975.0,30.0,29.0,2458.0,27.3,16.0,3.0,15.0,1.0,2.0,1.0,0.0,0.59,0.11,0.7,0.55,0.66,https://fbref.com/en/players/09089343/Hernan-Crespo,,,,,,,,,,1999Hernán Crespo,23,Hernán Crespo,Argentine,Parme FC,0.26143790849673204,1999Parma,1999ARG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Arsenal,Premier League,Nwankwo Kanu,NGA,FW,21.0,1976.0,12.0,5.0,542.0,6.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.33,1.33,1.0,1.33,https://fbref.com/en/players/12578cde/Nwankwo-Kanu,,,,,,,,,,1999Nwankwo Kanu,23,Nwankwo Kanu,Nigeria,Arsenal FC,0.26143790849673204,1999Arsenal,1999NGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Inter,Serie A,Nwankwo Kanu,NGA,FW,21.0,1976.0,1.0,1.0,45.0,0.5,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,https://fbref.com/en/players/12578cde/Nwankwo-Kanu,,,,,,,,,,1999Nwankwo Kanu,23,Nwankwo Kanu,Nigeria,Arsenal FC,0.26143790849673204,1999Inter,1999NGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Inter,Serie A,Ronaldo,BRA,FW,21.0,1976.0,19.0,17.0,1484.0,16.5,14.0,3.0,7.0,7.0,8.0,1.0,0.0,0.85,0.18,1.03,0.42,0.61,https://fbref.com/en/players/57feb553/Ronaldo,,,,,,,,,,1999Ronaldo,23,Ronaldo,Brésil,Inter Milan,0.26143790849673204,1999Inter,1999BRA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1999,Valencia,La Liga,Claudio López,ARG,FW,24.0,1974.0,32.0,31.0,2761.0,30.7,21.0,,18.0,3.0,,12.0,0.0,0.68,,,0.59,,https://fbref.com/en/players/ce8a4e4c/Claudio-Lopez,,,,,,,,,,1999Claudio López,26,Claudio López,Argentine,Valence CF,0.13071895424836602,1999Valencia,1999ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Manchester Utd,Premier League,Andy Cole,ENG,FW,26.0,1971.0,32.0,26.0,2355.0,26.2,17.0,3.0,17.0,0.0,0.0,3.0,0.0,0.65,0.11,0.76,0.65,0.76,https://fbref.com/en/players/b6638a2c/Andy-Cole,,,,,,,,,,1999Andy Cole,26,Andy Cole,Angleterre,Manchester United,0.13071895424836602,1999Manchester Utd,1999ENG,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1999,Juventus,Serie A,Edgar Davids,NED,MF,25.0,1973.0,27.0,27.0,2384.0,26.5,2.0,4.0,2.0,0.0,0.0,10.0,1.0,0.08,0.15,0.23,0.08,0.23,https://fbref.com/en/players/19d5e43e/Edgar-Davids,,,,,,,,,,1999Edgar Davids,26,Edgar Davids,Pays-Bas,Juventus de Turin,0.13071895424836602,1999Juventus,1999NED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Tottenham,Premier League,David Ginola,FRA,"FW,MF",31.0,1967.0,30.0,30.0,2474.0,27.5,3.0,10.0,3.0,0.0,0.0,9.0,0.0,0.11,0.36,0.47,0.11,0.47,https://fbref.com/en/players/189225b3/David-Ginola,,,,,,,,,,1999David Ginola,26,David Ginola,France,Tottenham Hotspur,0.13071895424836602,1999Tottenham,1999FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Real Madrid,La Liga,Roberto Carlos,BRA,DF,25.0,1973.0,35.0,35.0,3065.0,34.1,5.0,,5.0,0.0,,8.0,3.0,0.15,,,0.15,,https://fbref.com/en/players/6a3aaf62/Roberto-Carlos,,,,,,,,,,1999Roberto Carlos,26,Roberto Carlos,Brésil,Real Madrid,0.13071895424836602,1999Real Madrid,1999BRA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1999,Lazio,Serie A,Marcelo Salas,CHI,FW,23.0,1974.0,30.0,29.0,2495.0,27.7,15.0,4.0,13.0,2.0,3.0,2.0,0.0,0.54,0.14,0.69,0.47,0.61,https://fbref.com/en/players/0836ac1e/Marcelo-Salas,,,,,,,,,,1999Marcelo Salas,26,Marcelo Salas,Chili,SS Lazio,0.13071895424836602,1999Lazio,1999CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Barcelona,La Liga,Luís Figo,POR,"FW,MF",26.0,1972.0,32.0,32.0,2701.0,30.0,9.0,10.0,8.0,1.0,2.0,10.0,1.0,0.3,0.33,0.63,0.27,0.6,https://fbref.com/en/players/f20f347f/Luis-Figo,,,,,,,,,,2000Luís Figo,1,Luís Figo,Portugal,FC Barcelone Real Madrid,25.751633986928105,2000Barcelona,2000POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Juventus,Serie A,Zinédine Zidane,FRA,MF,27.0,1972.0,32.0,32.0,2706.0,30.1,4.0,3.0,4.0,0.0,0.0,6.0,1.0,0.13,0.1,0.23,0.13,0.23,https://fbref.com/en/players/654f4e63/Zinedine-Zidane,,,,,,,,,,2000Zinédine Zidane,2,Zinédine Zidane,France,Juventus,23.66013071895425,2000Juventus,2000FRA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,Arsenal,Premier League,Thierry Henry,FRA,FW,21.0,1977.0,31.0,26.0,2252.0,25.0,17.0,8.0,15.0,2.0,2.0,7.0,0.0,0.68,0.32,1.0,0.6,0.92,https://fbref.com/en/players/c0c5ee74/Thierry-Henry,,,,,,,,,,2000Thierry Henry,4,Thierry Henry,France,Arsenal FC,7.450980392156863,2000Arsenal,2000FRA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,Lazio,Serie A,Alessandro Nesta,ITA,DF,23.0,1976.0,28.0,28.0,2405.0,26.7,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/16cabe2a/Alessandro-Nesta,,,,,,,,,,2000Alessandro Nesta,5,Alessandro Nesta,Italie,Lazio Rome,5.098039215686274,2000Lazio,2000ITA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2000,Barcelona,La Liga,Rivaldo,BRA,"FW,MF",27.0,1972.0,31.0,30.0,2491.0,27.7,12.0,5.0,12.0,0.0,0.0,1.0,0.0,0.43,0.18,0.61,0.43,0.61,https://fbref.com/en/players/5c7f3153/Rivaldo,,,,,,,,,,2000Rivaldo,5,Rivaldo,Brésil,FC Barcelone,5.098039215686274,2000Barcelona,2000BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Fiorentina,Serie A,Gabriel Batistuta,ARG,FW,30.0,1969.0,30.0,30.0,2589.0,28.8,23.0,2.0,23.0,0.0,1.0,3.0,0.0,0.8,0.07,0.87,0.8,0.87,https://fbref.com/en/players/792d83d1/Gabriel-Batistuta,,,,,,,,,,2000Gabriel Batistuta,7,Gabriel Batistuta,Argentine,Fiorentina AC,3.3986928104575163,2000Fiorentina,2000ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Valencia,La Liga,Gaizka Mendieta,ESP,MF,25.0,1974.0,33.0,31.0,2715.0,30.2,13.0,6.0,7.0,6.0,7.0,4.0,1.0,0.43,0.2,0.63,0.23,0.43,https://fbref.com/en/players/c5589415/Gaizka-Mendieta,,,,,,,,,,2000Gaizka Mendieta,8,Gaizka Mendieta,Espagne,Valence CF,2.8758169934640523,2000Valencia,2000ESP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,Manchester Utd,Premier League,David Beckham,ENG,MF,24.0,1975.0,31.0,30.0,2605.0,28.9,6.0,15.0,6.0,0.0,0.0,6.0,0.0,0.21,0.52,0.73,0.21,0.73,https://fbref.com/en/players/53539318/David-Beckham,,,,,,,,,,2000David Beckham,,David Beckham,Angleterre,Manchester United,1.3071895424836601,2000Manchester Utd,2000ENG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2000,Milan,Serie A,Paolo Maldini,ITA,DF,31.0,1968.0,27.0,27.0,2414.0,26.8,1.0,3.0,1.0,0.0,0.0,5.0,0.0,0.04,0.11,0.15,0.04,0.15,https://fbref.com/en/players/14323e81/Paolo-Maldini,,,,,,,,,,2000Paolo Maldini,,Paolo Maldini,Italie,Milan AC,1.3071895424836601,2000Milan,2000ITA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
